interval_start,interval,geography_type,geography_key,binned.trip_start.count
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371438004,83
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371438004,94
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371438004,97
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,26
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,45
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,128
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,74
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,99
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,74
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,72
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371439011,59
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371439011,22
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371439011,29
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371439011,12
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,173
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,1008
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,2248
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,2304
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,1647
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,1217
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,1231
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371439012,809
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371439012,400
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371439012,555
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371439012,431
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,66
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,219
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,454
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,410
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,328
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,250
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,286
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371439021,210
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371439021,80
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371439021,127
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371439021,115
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,6
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,23
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,81
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,83
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,64
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,25
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,31
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371439022,22
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371439022,6
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371439022,7
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371439022,8
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371810002,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371813001,6
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371813001,10
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371814001,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371814001,10
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371814001,7
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371814002,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371814002,7
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371814002,6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,10
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,8
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,17
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,33
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,41
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,51
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,36
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371814003,20
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371815001,15
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,23
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,57
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,26
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,98
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,78
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,45
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,21
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371816001,14
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371816001,5
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371816002,9
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371816002,12
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371816002,22
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371816002,19
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371816002,11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,107
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,25
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,49
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,41
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,68
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,70
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,98
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371831011,43
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371831011,54
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371831013,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371831013,12
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371831013,7
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371831013,11
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371831013,5
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371831013,5
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,14
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,6
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,9
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,21
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,17
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,31
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371831031,8
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371831031,6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371831032,24
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371831032,17
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371831032,15
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371831032,21
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371831032,15
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371831032,17
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371831032,17
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371831032,8
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371831041,7
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371831041,5
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371831041,7
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371831041,5
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371831041,9
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371832201,6
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371832201,10
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371832201,6
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371832201,10
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371832201,6
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371832201,5
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,65
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,37
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,39
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,23
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,53
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,75
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,58
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371832202,37
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371832202,19
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,12
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,14
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,14
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,22
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,74
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,102
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,56
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371832203,29
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371832203,15
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371832212,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371832212,8
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371832212,10
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371832212,19
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371832212,14
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371832212,9
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371832212,17
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371832212,5
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371832221,18
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371832221,6
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371832221,14
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371832221,7
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371832221,11
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371832222,5
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371832222,6
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371832223,7
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371832223,9
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371832223,10
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371832223,6
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371832223,12
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371832223,5
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371833001,6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,22
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,21
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,31
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,68
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,90
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,70
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,63
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371833002,39
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371833002,13
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371833002,10
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,14
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,11
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,17
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,66
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,120
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,110
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,100
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371833003,53
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371833003,18
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371833003,8
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,37
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,34
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,28
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,87
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,130
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,133
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,153
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371834011,66
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371834011,19
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371834011,9
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371834011,7
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,29
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,33
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,42
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,87
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,170
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,150
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,170
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371834012,86
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371834012,15
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371834012,6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,8
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,11
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,7
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,50
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,22
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,28
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,24
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371834021,12
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371834021,6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,16
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,35
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,28
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,67
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,58
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,43
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,21
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371834022,18
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371834022,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371835101,8
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371835101,22
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371835101,22
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371835101,36
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371835101,14
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371835101,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371835102,6
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371835102,5
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371835102,7
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371835103,13
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371835103,11
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371835103,26
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,7
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,9
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,10
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,16
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,15
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,14
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,17
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371835201,13
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371835201,6
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371835201,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371835202,28
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371835202,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371835202,11
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371835202,11
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371835202,12
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371835202,8
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371835202,9
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,5
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,16
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,40
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,158
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,63
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,73
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371836101,29
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371836101,8
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,69
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,64
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,61
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,80
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,188
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,253
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,388
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371836102,219
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371836102,56
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371836102,10
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371836102,9
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,33
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,9
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,20
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,18
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,71
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,65
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,61
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371836201,37
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371836201,9
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,33
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,11
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,11
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,20
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,64
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,62
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,82
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371836202,61
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371836202,18
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371837011,9
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371837011,11
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371837011,8
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371837011,14
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371837011,12
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371837012,7
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371837012,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371837012,9
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371837012,18
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371837012,29
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371837012,14
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371837012,14
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,19
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,25
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,11
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,23
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,55
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,42
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,65
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371837013,42
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371837013,6
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371837021,12
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371837021,14
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371837022,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371837022,7
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371837022,8
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371837022,23
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371837022,11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371838101,11
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371838101,18
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371838101,53
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371838101,60
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371838101,76
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371838101,62
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371838101,26
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371838101,13
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371838101,13
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371838101,6
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,25
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,18
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,45
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,72
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,105
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,91
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,110
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371838102,63
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371838102,11
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371838102,6
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371838102,5
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371838201,10
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371838201,7
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371838201,29
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371838201,36
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371838201,23
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371838201,9
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371838201,6
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371838202,14
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371838202,11
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371838202,12
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371838202,5
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371851001,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371851001,5
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371851001,10
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371851001,8
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,13
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,20
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,6
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,34
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,36
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,44
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,50
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371851002,26
2019-12-01T00:00:00-08:00,P1M,Census Block Groups,060371851002,14
2020-02-01T00:00:00-08:00,P1M,Census Block Groups,060371851002,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371852021,5
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371852022,7
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371852022,8
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371852022,5
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371852022,12
2019-11-01T00:00:00-07:00,P1M,Census Block Groups,060371852022,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371852033,5
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371852033,6
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371852041,5
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371853101,6
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371853101,7
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371853101,32
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371853101,11
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371853102,12
2019-05-01T00:00:00-07:00,P1M,Census Block Groups,060371853102,13
2019-06-01T00:00:00-07:00,P1M,Census Block Groups,060371853102,8
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371853102,11
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371853102,13
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371853102,10
2019-07-01T00:00:00-07:00,P1M,Census Block Groups,060371853201,15
2019-08-01T00:00:00-07:00,P1M,Census Block Groups,060371853201,7
2019-09-01T00:00:00-07:00,P1M,Census Block Groups,060371853201,7
2019-10-01T00:00:00-07:00,P1M,Census Block Groups,060371853201,5
2020-01-01T00:00:00-08:00,P1M,Census Block Groups,060371853201,5
2019-04-01T00:00:00-07:00,P1M,Census Block Groups,060371853202,15
